RA,Fase,INDE 2023,Pedra 2023,Turma,Nome Anonimizado,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,Pedra 23,INDE 22,INDE 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Destaque IPV.1
RA-1050,FASE 1,7.764366667,Ametista,1H,Aluno-1050,4/15/2012,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.2,6.27,8.125,,7.2,6.2,8.2,,,,8.223333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1051,FASE 1,8.534866667,Topázio,1H,Aluno-1051,1/14/2014,9,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,8.9,6.27,8.75,,8.4,7.0,9.8,,,,8.613333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-707,FASE 1,6.518,Agata,1H,Aluno-707,2012-01-03 00:00:00,1900-01-11 00:00:00,Feminino,2020,Pública,Ametista,Ágata,Ametista,,7.679,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.8,3.77,7.916666667,,6.5,5.5,7.5,,,,7.946666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1052,FASE 1,6.960333333,Agata,1H,Aluno-1052,2014-04-06 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.0,7.52,7.916666667,,5.3,5.0,5.5,,,,7.833333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-580,FASE 1,8.4712,Topázio,1H,Aluno-580,2/15/2012,11,Feminino,2020,Pública,Topázio,Ametista,Ametista,,7.525,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.8,7.52,8.75,,9.0,8.7,9.3,,,,8.67,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-581,FASE 1,7.7167,Ametista,1H,Aluno-581,2/24/2012,11,Masculino,2019,Pública,Ametista,Ametista,Ágata,,6.464,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.8,7.52,6.458333333,,7.9,7.0,8.8,,,,7.393333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-735,FASE 1,7.184,Ametista,1J,Aluno-735,6/29/2012,11,Feminino,2021,Pública,,Ametista,Ametista,,7.485,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,9.0,7.52,8.333333333,,8.1,7.7,8.5,,,,8.393333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-710,FASE 1,7.0582,Ametista,1J,Aluno-710,2012-01-03 00:00:00,1900-01-11 00:00:00,Masculino,2020,Pública,Ametista,Ametista,Ametista,,7.285,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.5,9.0,3.77,7.083333333,,6.5,5.7,7.3,,,,7.113333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-712,FASE 1,6.331533333,Agata,1J,Aluno-712,3/13/2011,12,Masculino,2019,Pública,Quartzo,Quartzo,Ágata,,6.026,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.5,5.6,3.14,7.5,,6.7,5.5,7.8,,,,6.836666667,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-549,FASE 1,7.0297,Ametista,1J,Aluno-549,2012-07-05 00:00:00,1900-01-11 00:00:00,Masculino,2021,Pública,,Ametista,Ágata,,6.301,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.5,8.1,5.02,6.875,,6.4,5.5,7.2,,,,7.5,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-679,FASE 1,6.138366667,Agata,1J,Aluno-679,3/16/2012,11,Masculino,2020,Pública,Ametista,Ametista,Ametista,,7.172,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,7.5,7.5,5.02,6.875,,3.6,2.0,5.2,,,,7.393333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-571,FASE 1,6.6097,Agata,1J,Aluno-571,9/18/2011,12,Feminino,2019,Privada,Ametista,Ametista,Ágata,,6.589,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.0,7.9,3.77,7.291666667,,5.0,3.8,6.2,,,,7.616666667,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-714,FASE 1,6.078666667,Agata,1J,Aluno-714,6/30/2011,12,Masculino,2019,Pública,Ágata,Ametista,Ágata,,6.953,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,8.0,3.14,7.5,,7.4,6.7,8.0,,,,7.223333333,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-737,FASE 1,8.048033333,Topázio,1J,Aluno-737,10/29/2013,9,Feminino,2022,Pública,,,Ametista,,8.058,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.5,7.8,7.52,7.291666667,,7.5,7.0,8.0,,,,7.783333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-577,FASE 1,7.219366667,Ametista,1J,Aluno-577,3/25/2012,11,Feminino,2022,Pública,,,Ametista,,7.862,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.2,3.77,6.875,,7.4,6.5,8.3,,,,7.673333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1053,FASE 1,7.776166667,Ametista,1J,Aluno-1053,8/18/2014,9,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,9.1,6.27,8.958333333,,8.6,7.8,9.3,,,,8.616666667,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-731,FASE 1,6.7742,Agata,1J,Aluno-731,4/24/2012,11,Feminino,2019,Pública,Ametista,Ágata,Ametista,,7.151,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,7.6,3.14,7.5,,6.8,6.2,7.3,,,,7.45,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-552,FASE 1,5.248666667,Quartzo,1J,Aluno-552,2011-09-02 00:00:00,1900-01-12 00:00:00,Masculino,2022,Pública,,,Ágata,,6.625,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,5.6,3.14,6.666666667,,6.4,6.5,6.2,,,,6.89,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-1054,FASE 1,7.459533333,Ametista,1J,Aluno-1054,2010-02-12 00:00:00,1900-01-12 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,8.6,7.52,7.5,,6.6,5.0,8.2,,,,7.836666667,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-1055,FASE 1,5.9765,Quartzo,1J,Aluno-1055,2/18/2012,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,7.2,7.52,7.291666667,,5.5,6.0,5.0,,,,7.276666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-597,FASE 1,8.49045,Topázio,1K,Aluno-597,2/21/2013,10,Masculino,2022,Pública,,,Topázio,,8.265,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.6,7.52,9.0625,,8.5,7.8,9.2,,,,8.56,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-624,FASE 1,8.270825,Topázio,1K,Aluno-624,2012-02-08 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,Ametista,,7.425,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.2,7.52,8.90625,,8.6,8.3,8.8,,,,8.39,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-776,FASE 1,5.567916667,Quartzo,1K,Aluno-776,2013-02-06 00:00:00,1900-01-10 00:00:00,Feminino,2022,Privada - Programa de Apadrinhamento,,,Quartzo,,3.898,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.0,7.52,7.8125,,3.5,4.2,2.7,,,,7.223333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-600,FASE 1,7.651658333,Ametista,1K,Aluno-600,3/15/2013,10,Feminino,2021,Pública,,Ametista,Ágata,,7.011,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,8.4,7.52,8.28125,,7.2,6.5,7.8,,,,8.056666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1056,FASE 1,8.551741667,Topázio,1K,Aluno-1056,4/30/2014,9,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,7.52,7.96875,,8.1,7.8,8.3,,,,8.113333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-791,FASE 1,6.247916667,Agata,1K,Aluno-791,2011-02-10 00:00:00,1900-01-12 00:00:00,Feminino,2022,Pública,,,Ametista,,7.507,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.1,7.52,7.8125,,5.3,6.0,4.5,,,,7.723333333,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-601,FASE 1,8.955783333,Topázio,1K,Aluno-601,6/19/2014,9,Masculino,2021,Pública,,Topázio,Ametista,,7.713,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,10.0,7.52,9.0625,,8.7,8.0,9.3,,,,8.336666667,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-762,FASE 1,7.09945,Ametista,1K,Aluno-762,6/28/2010,13,Masculino,2022,Pública,,,Ametista,,7.28,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.1,3.14,7.8125,,5.8,6.2,5.3,,,,7.67,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-778,FASE 1,7.926825,Ametista,1K,Aluno-778,2013-11-07 00:00:00,1900-01-10 00:00:00,Feminino,2021,Pública,,Topázio,Ametista,,7.432,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,7.9,7.52,8.90625,,8.2,7.3,9.0,,,,8.62,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-628,FASE 1,8.370325,Topázio,1K,Aluno-628,10/22/2011,12,Masculino,2022,Pública,,,Ametista,,7.577,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,8.9,7.52,8.28125,,9.4,9.0,9.7,,,,8.45,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-606,FASE 1,7.402491667,Ametista,1K,Aluno-606,12/18/2012,10,Masculino,2022,Pública,,,Ágata,,6.127,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,8.5,7.52,7.65625,,6.0,4.7,7.2,,,,8.223333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-766,FASE 1,8.008408333,Topázio,1K,Aluno-766,5/21/2012,11,Feminino,2020,Pública,Ametista,Ametista,Topázio,,8.185,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.7,4.39,9.21875,,8.7,9.2,8.2,,,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-607,FASE 1,7.333075,Ametista,1K,Aluno-607,8/17/2012,11,Masculino,2022,Pública,,,Ágata,,6.44,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,7.5,7.52,7.96875,,6.8,4.8,8.7,,,,8.17,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-608,FASE 1,7.401741667,Ametista,1K,Aluno-608,12/20/2012,10,Masculino,2022,Pública,,,Ametista,,7.216,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,7.5,7.52,7.96875,,6.2,6.0,6.3,,,,8.113333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-788,FASE 1,7.806091667,Ametista,1K,Aluno-788,2014-11-03 00:00:00,1900-01-09 00:00:00,Masculino,2021,Pública,,Topázio,Topázio,,8.264,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,9.8,2.52,7.65625,,6.9,6.0,7.8,,,,8.283333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-784,FASE 1,8.171366667,Topázio,1L,Aluno-784,4/24/2013,10,Feminino,2022,Pública,,,Topázio,,8.34,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,9.5,7.52,8.125,,7.3,6.5,8.0,,,,8.783333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-785,FASE 1,8.137866667,Topázio,1L,Aluno-785,7/19/2013,10,Feminino,2022,Pública,,,Ametista,,7.642,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.0,8.5,7.52,7.916666667,,8.8,8.2,9.4,,,,8.67,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-587,FASE 1,6.032033333,Agata,1L,Aluno-587,2012-04-04 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,Ágata,,6.632,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,7.0,7.52,6.458333333,,2.7,2.2,3.2,,,,6.72,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-790,FASE 1,6.707666667,Agata,1L,Aluno-790,2011-08-10 00:00:00,1900-01-12 00:00:00,Masculino,2022,Pública,,,Ametista,,7.504,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,8.1,7.52,7.083333333,,7.4,7.2,7.5,,,,8.286666667,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-663,FASE 1,6.969133333,Agata,1L,Aluno-663,2/17/2012,11,Masculino,2022,Pública,,,Ágata,,6.376,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,6.9,7.4,7.52,6.666666667,,7.0,6.7,7.3,,,,7.393333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-664,FASE 1,8.0872,Topázio,1L,Aluno-664,8/29/2012,11,Feminino,2022,Pública,,,Ametista,,7.277,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.0,9.6,7.52,7.916666667,,8.0,8.0,8.0,,,,8.116666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-761,FASE 1,8.219533333,Topázio,1L,Aluno-761,1/23/2013,10,Masculino,2022,Pública,,,Topázio,,8.06,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,9.0,9.7,7.52,8.333333333,,8.4,8.7,8.0,,,,8.12,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1057,FASE 1,8.4827,Topázio,1L,Aluno-1057,1/17/2014,9,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,10.0,7.52,8.125,,6.3,6.5,6.0,,,,8.34,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-629,FASE 1,8.013866667,Topázio,1L,Aluno-629,3/21/2013,10,Feminino,2022,Pública,,,Topázio,,8.11,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,9.4,7.52,7.916666667,,7.5,7.0,8.0,,,,7.95,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-832,FASE 1,8.2697,Topázio,1L,Aluno-832,7/21/2013,10,Masculino,2022,Pública,,,Topázio,,8.179,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,9.5,7.52,7.708333333,,8.5,9.2,7.7,,,,8.283333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-594,FASE 1,6.702033333,Agata,1L,Aluno-594,8/28/2012,11,Masculino,2022,Pública,,,Ametista,,7.392,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,7.1,6.27,6.875,,5.8,6.2,5.3,,,,7.336666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-617,FASE 1,6.816166667,Agata,1L,Aluno-617,10/31/2011,11,Feminino,2021,Pública,,Ametista,Ametista,,7.107,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,9.0,7.52,7.708333333,,6.9,5.5,8.2,,,,8.116666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-767,FASE 1,7.3807,Ametista,1L,Aluno-767,4/19/2012,11,Masculino,2021,Pública,,Ametista,Ametista,,7.511,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.3,7.52,7.291666667,,6.3,6.5,6.0,,,,7.446666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1058,FASE 1,7.356533333,Ametista,1L,Aluno-1058,2014-09-04 00:00:00,1900-01-09 00:00:00,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.7,3.14,7.083333333,,5.4,4.0,6.7,,,,7.62,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-747,FASE 1,6.026366667,Agata,1L,Aluno-747,11/30/2011,11,Feminino,2022,Pública,,,Ametista,,7.676,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.0,3.14,6.041666667,,3.1,1.2,5.0,,,,6.94,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-827,FASE 1,7.419925,Ametista,1M,Aluno-827,2012-11-10 00:00:00,1900-01-11 00:00:00,Feminino,2022,Pública,,,Ametista,,7.412,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,8.1,3.14,8.28125,,8.1,7.7,8.5,,,,8.73,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1059,FASE 1,7.763741667,Ametista,1M,Aluno-1059,2013-06-07 00:00:00,1900-01-10 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.8,2.52,7.96875,,7.6,6.2,9.0,,,,8.673333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-612,FASE 1,8.410783333,Topázio,1M,Aluno-612,8/24/2012,11,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,Ametista,,7.594,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.7,3.77,9.0625,,9.7,9.3,10.0,,,,9.286666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1060,FASE 1,7.095741667,Ametista,1M,Aluno-1060,2012-06-11 00:00:00,1900-01-10 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.6,3.14,7.96875,,5.7,4.3,7.0,,,,8.673333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-665,FASE 1,6.185658333,Agata,1M,Aluno-665,2011-07-12 00:00:00,1900-01-11 00:00:00,Feminino,2022,Pública,,,Ágata,,6.996,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,4.9,2.52,8.28125,,5.2,5.0,5.3,,,,8.226666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-829,FASE 1,8.532075,Topázio,1M,Aluno-829,9/30/2014,9,Feminino,2022,Pública,,,Ametista,,8.003,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.4,3.14,9.21875,,8.4,7.5,9.2,,,,9.23,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1061,FASE 1,8.196533333,Topázio,1M,Aluno-1061,7/25/2013,10,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.7,3.14,8.75,,9.3,8.8,9.7,,,,8.836666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1062,FASE 1,7.448841667,Ametista,1M,Aluno-1062,2014-10-01 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.4,7.7,3.77,8.59375,,6.2,4.8,7.5,,,,8.503333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-615,FASE 1,7.815658333,Ametista,1M,Aluno-615,2013-02-04 00:00:00,1900-01-10 00:00:00,Feminino,2020,Pública,Topázio,Topázio,Topázio,,8.086,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.7,3.14,8.28125,,7.6,6.8,8.3,,,,8.616666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-833,FASE 1,7.81295,Ametista,1M,Aluno-833,2013-01-10 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,Ametista,,7.791,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.5,3.77,8.4375,,7.4,7.3,7.5,,,,8.56,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-630,FASE 1,7.199991667,Ametista,1M,Aluno-630,4/22/2013,10,Masculino,2022,Pública,,,Topázio,,8.064,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.6,3.77,8.28125,,5.7,4.2,7.2,,,,8.673333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-752,FASE 1,8.073825,Topázio,1N,Aluno-752,11/28/2011,11,Feminino,2022,Pública,,,Topázio,,8.197,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.9,7.52,7.65625,,6.4,4.8,8.0,,,,9.23,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-777,FASE 1,7.468125,Ametista,1N,Aluno-777,2014-07-05 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,Ametista,,7.096,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.3,7.52,8.28125,,6.3,5.3,7.3,,,,8.84,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1063,FASE 1,7.490825,Ametista,1N,Aluno-1063,2012-04-02 00:00:00,1900-01-11 00:00:00,Masculino,2023,Privada - Programa de Apadrinhamento,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.5,7.52,6.40625,,5.9,4.7,7.0,,,,7.89,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-764,FASE 1,7.682125,Ametista,1N,Aluno-764,2014-04-01 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,Ametista,,8.004,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.2,7.52,8.28125,,7.8,6.0,9.5,,,,8.56,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1064,FASE 1,8.4777,Topázio,1N,Aluno-1064,8/31/2013,10,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.8,7.52,9.375,,8.6,8.3,8.8,,,,8.84,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1065,FASE 1,8.03395,Topázio,1N,Aluno-1065,2013-02-07 00:00:00,1900-01-10 00:00:00,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,7.52,8.4375,,7.0,7.7,6.3,,,,8.84,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-772,FASE 1,5.930166667,Quartzo,1N,Aluno-772,7/22/2011,12,Masculino,2021,Pública,,Quartzo,Ágata,,6.994,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.2,7.52,6.875,,4.8,5.2,4.3,,,,8.003333333,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-781,FASE 1,8.209283333,Topázio,1N,Aluno-781,9/19/2013,10,Feminino,2021,Pública,,Topázio,Ametista,,7.786,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.5,9.8,7.52,8.4375,,7.9,7.0,8.8,,,,9.116666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1066,FASE 1,7.262616667,Ametista,1N,Aluno-1066,9/16/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,6.6,7.52,8.4375,,6.2,4.2,8.2,,,,8.783333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1067,FASE 1,6.541458333,Agata,1N,Aluno-1067,8/21/2013,10,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.9,7.52,8.28125,,5.4,4.5,6.3,,,,9.006666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-834,FASE 1,8.662616667,Topázio,1N,Aluno-834,2013-10-01 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,Topázio,,8.136,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.9,6.27,9.6875,,9.2,9.0,9.3,,,,9.283333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-722,FASE 1,7.3387,Ametista,1N,Aluno-722,2013-05-10 00:00:00,1900-01-10 00:00:00,Feminino,2021,Pública,,Topázio,Ametista,,7.41,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,2.52,8.125,,6.4,4.5,8.2,,,,8.67,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1068,FASE 1,8.472533333,Topázio,1P,Aluno-1068,2013-03-01 00:00:00,1900-01-10 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.3,6.89,9.166666667,,9.0,8.3,9.7,,,,9.283333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-796,FASE 1,7.462866667,Ametista,1P,Aluno-796,6/25/2012,11,Feminino,2022,Pública,,,Ametista,,7.232,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.8,6.27,7.083333333,,5.5,5.0,6.0,,,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1069,FASE 1,7.590033333,Ametista,1P,Aluno-1069,9/18/2012,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,7.8,7.52,8.125,,7.1,7.5,6.7,,,,8.226666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-797,FASE 1,7.373033333,Ametista,1P,Aluno-797,1/24/2012,11,Masculino,2021,Pública,,Ágata,Ametista,,7.217,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,8.6,7.52,6.041666667,,7.5,7.0,8.0,,,,7.233333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-647,FASE 1,7.100566667,Ametista,1P,Aluno-647,2012-02-11 00:00:00,1900-01-10 00:00:00,Feminino,2022,Privada - Programa de Apadrinhamento,,,Ágata,,6.606,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.3,8.7,6.27,7.708333333,,5.2,4.7,5.7,,,,8.446666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
